COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,U.S. Senate,U.S. Senate,U.S. Senate,U.S. Senate,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 4,U.S. House 4,U.S. House 4,State Treasurer,State Treasurer,State Treasurer,State Treasurer,State Senate 11 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State House 66 (Multi-County),State House 66 (Multi-County),State Senate 21,State Senate 23,State House 50,State House 51,State House 51,State House 52,State House 53,State House 53,State House 53,State House 54,State House 54,State House 54,State House 55,State House 56,State House 57,State House 58,State House 60,State House 61,State House 61,State House 62,State House 62,State House 63,State House 64,State House 64,State House 65,State School Board 11 (Multi-County),State School Board 14 (Multi-County),State School Board 14 (Multi-County),Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat B,Utah County Attorney,Utah County Auditor,Utah County Clerk,Utah County Clerk,Utah County Sheriff,School Board Alpine 1,School Board Alpine 2,School Board Alpine 2,School Board Alpine 4,School Board Alpine 4,School Board Alpine 7,School Board Alpine 7,School Board Provo 1,School Board Provo 1,School Board Provo 2,School Board Provo 2,School Board Provo 3,School Board Provo 3,School Board Provo 4,School Board Provo 4,School Board Nebo 2,School Board Nebo 2,School Board Nebo 4,School Board Nebo 4,School Board Nebo 5,School Board Nebo 5,PAIGE PETERSEN Supreme Court of Utah,PAIGE PETERSEN Supreme Court of Utah,D. SCOTT DAVIS Fourth Juvenile Court District,D. SCOTT DAVIS Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,BROOK JASON SESSIONS Lindon Municipal Justice Court,BROOK JASON SESSIONS Lindon Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,Constitutional Amendment A,Constitutional Amendment A,Alpine Schoool District Board of Education Bond Election,Alpine Schoool District Board of Education Bond Election,Orem School District Proposition #2,Orem School District Proposition #2,Saratoga Springs Proposition #4,Saratoga Springs Proposition #4,Saratoga Springs Bond Election,Saratoga Springs Bond Election,
25,0153,OR312,1109,762,0,314,19,408,11,21,155,19,519,25,0,0,0,521,66,37,43,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,44,180,566,575,577,487,91,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,80,443,200,549,92,545,98,544,92,0,0,0,0,278,406,343,384,173,580,0,0,0,0,
25,0154,OR314,1071,583,0,234,18,311,12,14,123,16,383,27,0,0,0,371,47,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,31,132,444,443,435,369,107,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,72,331,154,400,81,388,89,395,73,0,0,0,0,206,304,226,309,169,396,0,0,0,0,
25,0155,OR316,979,667,0,252,25,370,6,14,102,11,493,26,0,0,0,490,25,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,457,33,126,536,536,530,452,102,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,70,455,114,493,70,493,70,489,68,0,0,0,0,232,367,265,375,160,497,0,0,0,0,
25,0156,OR317,953,717,0,252,18,431,5,9,111,18,540,16,0,0,0,533,53,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,498,23,140,584,582,575,518,62,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,72,581,90,547,77,534,85,538,71,0,0,0,0,257,396,264,421,198,515,0,0,0,0,
25,0157,OR318,896,701,0,241,8,439,5,10,84,8,563,14,0,0,0,547,37,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,509,30,101,557,552,538,503,64,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,59,546,83,523,64,518,64,519,56,0,0,0,0,262,334,225,433,273,418,0,0,0,0,
25,0158,OR320,814,609,0,229,15,352,5,8,84,10,470,18,0,0,0,455,32,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,422,33,108,476,473,466,423,64,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,75,326,184,439,73,417,91,425,73,0,0,0,0,230,312,219,364,168,439,0,0,0,0,
25,0159,OR321,925,691,0,243,19,421,3,8,90,15,539,23,0,0,0,539,34,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,493,33,115,565,558,564,499,58,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,85,426,162,494,95,487,96,496,84,0,0,0,0,245,392,286,371,155,532,0,0,0,0,
25,0160,OR322,776,518,0,202,27,277,7,9,113,22,330,26,0,0,0,356,35,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,314,44,118,405,408,415,330,103,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,96,301,150,346,102,335,114,345,96,0,0,0,0,162,300,199,291,135,376,0,0,0,0,
25,0161,OR323,883,451,0,188,23,222,7,14,112,15,278,15,0,0,0,312,28,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,29,110,358,360,354,294,74,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,58,267,124,326,65,320,72,320,66,0,0,0,0,150,264,167,252,121,318,0,0,0,0,
25,0162,OR324,1000,570,0,213,32,304,11,16,130,20,358,33,0,0,0,381,48,44,51,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,31,145,433,450,440,365,109,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,92,330,162,395,100,389,106,389,99,0,0,0,0,157,359,189,352,149,417,0,0,0,0,
25,0163,OR326,918,470,0,150,21,288,9,13,98,20,295,29,0,0,0,335,29,26,42,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,24,105,354,366,364,313,76,376,0,0,0,0,0,191,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,74,254,143,312,86,299,95,296,91,0,0,0,0,164,265,133,306,158,299,0,0,0,0,
25,0164,OR327,903,513,0,188,20,281,17,16,128,14,328,14,0,0,0,357,45,28,34,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,336,26,129,374,390,381,336,84,397,0,0,0,0,0,205,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,73,315,133,368,80,358,91,371,77,0,0,0,0,177,296,193,302,131,374,0,0,0,0,
25,0165,OR328,659,454,0,172,13,259,7,7,89,17,314,13,0,0,0,338,20,15,29,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,323,20,83,342,355,351,323,49,361,0,0,0,0,0,159,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,47,270,101,329,42,311,61,312,45,0,0,0,0,175,223,160,257,122,323,0,0,0,0,
25,0166,OR329,790,466,0,195,20,234,5,9,117,19,293,12,0,0,0,312,35,29,44,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,279,22,132,338,353,352,308,72,351,0,0,0,0,0,177,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,67,272,129,335,60,328,70,334,59,0,0,0,0,152,267,183,257,137,316,0,0,0,0,
25,0167,OR330,885,608,0,236,22,329,9,22,113,13,413,19,0,0,0,423,30,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,391,34,126,478,477,473,411,93,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,73,354,160,437,81,429,85,418,88,0,0,0,0,197,343,253,324,151,451,0,0,0,0,
25,0168,OR332,1087,831,0,297,34,487,4,26,154,31,553,39,0,0,0,621,43,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,539,70,169,664,666,655,576,111,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,103,490,238,612,116,596,123,601,107,0,0,0,0,304,451,327,467,271,556,0,0,0,0,
25,0169,OR333,903,706,0,307,10,375,5,10,103,16,522,34,0,0,0,519,41,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,479,30,132,548,545,538,465,75,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,65,393,184,509,70,495,76,498,65,0,0,0,0,258,364,334,347,168,533,0,0,0,0,
25,0170,OR334,759,577,0,211,8,340,8,7,91,10,418,24,0,0,0,441,30,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,428,21,95,462,465,452,414,56,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,64,310,171,417,76,402,84,411,59,0,0,0,0,218,301,211,337,158,410,0,0,0,0,
25,0171,OR335,1093,788,0,264,15,483,10,16,125,19,574,31,0,0,0,592,55,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,552,37,149,639,636,616,550,100,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,109,480,201,565,117,554,125,557,112,0,0,0,0,256,457,298,455,213,571,0,0,0,0,
25,0172,OR336,1051,731,0,250,20,434,10,6,136,20,515,27,0,0,0,524,47,29,49,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,492,46,143,560,569,570,515,77,558,0,0,0,0,0,321,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,103,414,198,507,107,489,124,506,105,0,0,0,0,245,414,258,436,269,453,0,0,0,0,
25,0173,OR337,485,344,0,132,14,178,6,12,66,7,217,20,0,0,0,234,21,19,28,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,204,27,82,241,249,244,208,67,250,0,0,0,0,0,107,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,35,178,108,244,44,247,39,246,36,0,0,0,0,113,187,164,163,79,263,0,0,0,0,
25,0174,OR338,1090,706,0,270,22,398,11,13,151,15,486,26,0,0,0,488,44,38,61,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,466,40,166,520,535,533,473,126,541,0,0,0,0,0,229,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,105,418,195,508,102,501,107,488,107,0,0,0,0,246,404,269,410,219,478,0,0,0,0,
25,0175,OR340,436,237,0,77,9,138,4,5,50,5,161,4,0,0,0,158,5,19,20,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,157,14,46,161,171,165,155,27,171,0,0,0,0,0,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,34,133,52,150,32,150,32,150,30,0,0,0,0,72,136,67,152,79,153,0,0,0,0,
25,0176,OR341,1028,595,0,245,17,320,8,7,95,15,427,26,0,0,0,432,38,16,43,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,406,30,122,461,483,475,420,60,477,0,0,0,0,0,211,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,59,341,143,404,71,414,66,412,59,0,0,0,0,210,319,211,340,186,391,0,0,0,0,
25,0177,OR342,792,414,0,186,13,203,5,11,98,11,253,20,0,0,0,245,28,37,42,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,242,20,121,276,287,284,240,72,294,0,0,0,0,0,135,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,62,240,107,277,66,277,64,277,57,0,0,0,0,143,214,170,209,100,300,0,0,0,0,
25,0178,OR344,1048,788,0,267,10,494,5,16,118,33,569,27,0,0,0,577,49,37,33,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,544,43,152,585,610,584,546,85,606,0,0,0,0,0,229,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,90,451,201,556,92,521,129,544,96,0,0,0,0,273,433,337,418,199,581,0,0,0,0,
25,0179,OR345,1113,813,0,279,11,505,6,8,97,15,643,28,0,0,0,640,34,29,32,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,576,44,136,642,667,660,611,69,668,0,0,0,0,0,318,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,66,493,202,627,68,610,85,612,80,0,0,0,0,303,433,279,505,277,533,0,0,0,0,
25,0180,OR346,984,469,0,198,24,233,9,14,133,18,280,9,0,0,0,304,26,36,49,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,286,24,134,342,348,336,286,92,356,0,0,0,0,0,156,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,75,261,139,316,83,316,80,317,79,0,0,0,0,159,266,176,253,134,324,0,0,0,0,
25,0181,OR348,892,604,0,205,19,368,2,8,110,11,435,20,0,0,0,439,67,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,412,20,136,490,478,471,421,73,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,69,375,157,444,86,436,94,437,82,0,0,0,0,245,306,272,315,143,457,0,0,0,0,
25,0182,OR349,1076,667,0,284,25,335,12,19,161,16,436,24,0,0,0,463,55,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,422,23,188,525,515,509,440,92,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,82,396,175,489,81,459,101,466,89,0,0,0,0,254,356,289,346,207,448,0,0,0,0,
25,0183,OR350,1186,897,0,327,14,539,8,15,126,23,683,23,0,0,0,673,50,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,623,41,163,689,681,675,631,84,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,81,551,209,682,84,661,101,662,91,0,0,0,0,354,429,349,487,311,571,0,0,0,0,
25,0184,OR352,711,408,0,152,12,232,8,9,82,19,273,13,0,0,0,289,28,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,271,21,89,330,325,324,283,62,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,42,259,81,303,40,292,50,292,43,0,0,0,0,158,208,147,236,142,260,0,0,0,0,
25,0185,OR353,655,348,0,160,12,158,8,4,106,11,195,20,0,0,0,211,26,32,37,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,204,0,0,0,0,0,0,0,0,0,189,20,114,253,253,253,210,63,250,0,0,0,0,0,120,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,56,172,119,222,66,230,60,224,62,0,0,0,0,111,201,124,201,116,226,0,0,0,0,
25,0186,OR354,668,402,0,163,14,215,2,3,83,10,278,13,0,0,0,281,20,14,40,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,285,0,0,0,0,0,0,0,0,0,254,29,94,297,309,303,268,58,310,0,0,0,0,0,149,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,50,219,109,280,47,263,64,282,41,0,0,0,0,146,219,195,183,91,302,0,0,0,0,
25,0187,OR356,793,597,0,234,17,337,3,8,130,22,403,21,0,0,0,439,41,22,31,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,440,0,0,0,0,0,0,0,0,0,380,30,151,454,462,461,410,73,454,0,0,0,0,0,197,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,51,368,140,437,68,446,62,433,63,0,0,0,0,244,301,257,315,176,413,0,0,0,0,
25,0188,OR357,943,663,0,232,8,407,9,8,105,14,480,41,0,0,0,495,40,28,42,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,504,0,0,0,0,0,0,0,0,0,459,34,124,503,519,513,451,82,519,0,0,0,0,0,245,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,83,378,164,455,86,438,101,444,91,0,0,0,0,197,393,217,412,185,462,0,0,0,0,
25,0189,OR358,761,553,0,189,14,335,8,11,79,40,382,17,0,0,0,432,21,17,27,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,427,0,0,0,0,0,0,0,0,0,369,58,87,405,420,426,402,48,404,0,0,0,0,0,273,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,56,288,159,378,68,366,83,356,77,0,0,0,0,172,325,178,351,234,310,0,0,0,0,
25,0190,OR359,799,338,0,147,22,163,2,4,102,8,184,23,0,0,0,206,26,26,46,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,198,0,0,0,0,0,0,0,0,0,191,19,105,254,258,254,211,56,257,0,0,0,0,0,125,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,55,173,111,231,52,236,50,223,55,0,0,0,0,122,172,142,169,118,204,0,0,0,0,
25,0191,OR360,800,378,0,153,19,201,4,11,103,11,223,19,0,0,0,243,28,33,40,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,246,0,0,0,0,0,0,0,0,0,241,16,107,291,300,302,256,68,293,0,0,0,0,0,125,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,31,227,82,271,37,269,38,262,39,0,0,0,0,127,215,168,182,139,227,0,0,0,0,
25,0192,OR361,796,310,0,124,29,150,4,9,85,14,174,17,0,0,0,200,15,20,43,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,183,16,86,226,233,231,188,60,228,0,0,0,0,0,106,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,46,150,103,209,42,207,45,203,47,0,0,0,0,106,174,121,167,118,183,0,0,0,0,
25,0193,OR362,992,611,0,204,25,364,5,16,127,11,422,15,0,0,0,443,40,31,47,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,419,30,140,463,482,478,422,82,485,0,0,0,0,0,218,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,79,367,162,447,85,427,101,432,89,0,0,0,0,217,348,226,365,173,431,0,0,0,0,
25,0194,OR363,560,312,0,128,19,153,10,4,84,8,187,10,0,0,0,205,28,22,25,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,183,14,93,233,240,237,201,45,243,0,0,0,0,0,114,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,38,169,94,211,51,210,52,208,48,0,0,0,0,131,146,137,147,108,195,0,0,0,0,
25,0195,PA401,1199,618,0,163,22,425,3,0,0,0,0,0,111,458,41,467,37,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,457,37,99,531,518,507,465,89,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,96,376,176,448,105,423,124,434,106,0,0,0,0,220,352,0,0,0,0,0,0,0,0,
25,0196,PA402,903,552,0,124,10,405,6,0,0,0,0,0,72,438,25,453,24,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,442,22,54,476,466,458,415,77,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,48,374,108,436,49,411,67,427,47,0,0,0,0,188,313,0,0,0,0,0,0,0,0,
25,0197,PA404,825,425,0,118,8,286,11,0,0,0,0,0,82,314,25,328,31,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,310,22,75,346,346,337,311,68,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,70,290,94,309,75,298,78,291,80,0,0,0,0,124,278,0,0,0,0,0,0,0,0,
25,0198,PA405,1120,587,0,168,14,396,6,0,0,0,0,0,119,413,49,436,38,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,417,35,103,502,491,485,420,94,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,86,378,141,431,90,408,103,412,96,0,0,0,0,185,349,0,0,0,0,0,0,0,0,
25,0199,PA406,811,393,0,92,15,272,13,0,0,0,0,0,71,285,33,301,20,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,308,61,300,17,64,326,335,331,295,63,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,66,239,111,268,74,261,82,272,69,0,0,0,0,134,230,0,0,0,0,0,0,0,0,
25,0200,PA407,888,492,0,130,13,340,7,0,0,0,0,0,110,342,34,381,30,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,380,79,368,25,82,417,432,415,377,68,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,58,330,117,377,71,369,76,363,74,0,0,0,0,171,288,0,0,0,0,0,0,0,0,
25,0201,PA408,716,425,1,116,9,284,9,0,0,0,0,0,81,308,25,328,21,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,326,64,322,25,66,356,368,364,328,54,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,56,280,95,304,62,290,80,289,69,0,0,0,0,120,273,0,0,0,0,0,0,0,0,
25,0202,PA410,1163,697,0,202,12,472,7,0,0,0,0,0,126,519,34,566,34,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,560,83,541,40,87,593,611,603,520,88,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,82,456,167,524,84,519,89,523,82,0,0,0,0,220,420,0,0,0,0,0,0,0,0,
25,0203,PA411,1381,760,0,231,12,503,8,0,0,0,0,0,142,557,50,600,43,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,601,100,579,46,108,632,657,642,578,95,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,96,484,195,575,103,563,112,567,100,0,0,0,0,213,487,0,0,0,0,0,0,0,0,
25,0204,PA412,798,439,0,107,7,315,4,0,0,0,0,0,57,347,28,372,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,358,47,355,24,42,379,386,382,355,43,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,59,273,107,307,63,296,73,298,69,0,0,0,0,114,286,0,0,0,0,0,0,0,0,
25,0205,PA413,1032,642,0,186,17,428,10,0,0,0,0,0,115,477,40,520,37,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,516,72,494,37,89,540,544,541,507,70,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,72,430,144,495,72,479,87,494,64,0,0,0,0,234,351,0,0,0,0,0,0,0,0,
25,0206,PA414,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
25,0207,PG301,192,129,0,32,0,94,0,0,11,1,111,3,0,0,0,111,6,0,1,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,12,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,101,9,11,115,113,113,106,7,115,0,0,0,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,23,67,34,78,24,78,23,80,23,85,21,0,0,38,78,37,83,0,0,0,0,0,0,
